,file number,district code,district name,neighborhood code,neighborhood name,street code,street name,postal no.,i describe the day of the week,nk  year,month/year,month name,day month,shift description,time of day,i describe a pedestrian cause,desc type of vehicle involved,description of sex,how old are you?,description of the type of person,i describe the place of the road run over,descriptio reason for commuting,i describe the reason for the displacement of the driver,victimization description,utm x ed50 coordinate,utm and ed50 coordinate,length wgs84,wgs84 latitude
1007,2021S004292    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0218 0218,Dijous,2021,7,Juliol,29,Tarda,18,No és causa del  vianant,Ciclomotor,Home,43,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431450.99,4584205.87,2.178767459,41.404627651
1008,2021S004198    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0242 0242,Dilluns,2021,7,Juliol,26,Matí,9,No és causa del  vianant,Motocicleta,Dona,48,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,431327.28,4584334.27,2.177272984,41.405773545
1009,2021S001833    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0243 0243,Divendres,2021,4,Abril,9,Tarda,19,No és causa del  vianant,Turisme,Dona,35,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431387.42,4584240.52,2.178003064,41.404934307
1010,2021S001833    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0243 0243,Divendres,2021,4,Abril,9,Tarda,19,No és causa del  vianant,Turisme,Home,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,431387.42,4584240.52,2.178003064,41.404934307
1011,2021S006157    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0252 0252,Divendres,2021,10,Octubre,29,Tarda,19,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,18,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431300.48,4584361.79,2.176949254,41.406019118
1012,2021S003975    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0265 0265,Divendres,2021,7,Juliol,16,Matí,6,No és causa del  vianant,Motocicleta,Home,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431250.01,4584382.95,2.176343082,41.406205382
1013,2021S001882    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0275 0275,Dilluns,2021,4,Abril,12,Tarda,17,No és causa del  vianant,Motocicleta,Home,41,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431216.1,4584417.86,2.17593345,41.406516903
1014,2021S004056    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0281 0281,Dilluns,2021,7,Juliol,19,Tarda,17,No és causa del  vianant,Motocicleta,Home,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431192.05,4584442.57,2.175642929,41.406737399
1015,2021S004250    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0295 0295,Dijous,2021,7,Juliol,29,Nit,1,No és causa del  vianant,Motocicleta,Dona,30,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431124.16,4584512.4,2.174822808,41.407360518
1016,2021S000138    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0295 0295,Dilluns,2021,1,Gener,11,Matí,7,No és causa del  vianant,Motocicleta,Home,63,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,431124.16,4584512.4,2.174822808,41.407360518
1017,2021S000240    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0296 0296,Divendres,2021,1,Gener,15,Tarda,21,No és causa del  vianant,Motocicleta,Home,29,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431112.13,4584555.74,2.174673956,41.407749836
1018,2021S001313    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0296B0296B,Dilluns,2021,3,Març,15,Matí,12,No és causa del  vianant,Motocicleta,Home,42,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431111.4,4584566.27,2.174664023,41.407844614
1019,2021S003821    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0301 0303,Divendres,2021,7,Juliol,9,Matí,12,No és causa del  vianant,Motocicleta,Home,48,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431053.31,4584584.37,2.173967016,41.408002651
1020,2021S003148    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0319 0319,Divendres,2021,6,Juny,11,Matí,13,No és causa del  vianant,Motocicleta,Home,19,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,430969.36,4584664.01,2.172953612,41.408712733
1021,2021S006015    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0323 0325,Dilluns,2021,10,Octubre,25,Matí,8,No és causa del  vianant,Motocicleta,Dona,61,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,430951.24,4584688.9,2.172733994,41.408935352
1022,2021S006352    ,2,Eixample,6,la Sagrada Família,268003,Provença,0397 0397,Diumenge,2021,11,Novembre,7,Tarda,18,No és causa del  vianant,Bicicleta,Dona,48,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,430861.46,4583987.15,2.171740128,41.402607197
1023,2021S006897    ,2,Eixample,6,la Sagrada Família,268003,Provença,0408 0408,Dilluns,2021,11,Novembre,29,Tarda,19,Altres,Bicicleta,Dona,50,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,430829.2,4583922.32,2.171361638,41.402020518
1024,2021S000567    ,2,Eixample,6,la Sagrada Família,268003,Provença,0415 0415,Dijous,2021,2,Febrer,4,Matí,8,No és causa del  vianant,Altres vehicles amb motor,Dona,29,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,430952.39,4584072.42,2.172818124,41.403383016
1025,2021S002479    ,2,Eixample,6,la Sagrada Família,268003,Provença,0433 0433,Dimecres,2021,5,Maig,12,Matí,7,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431035.34,4584153.38,2.173801175,41.404119321
1026,2021S002004    ,2,Eixample,6,la Sagrada Família,268003,Provença,0452X0466X,Dissabte,2021,4,Abril,17,Tarda,18,No és causa del  vianant,Bicicleta,Dona,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431152.76,4584237.55,2.175196237,41.404887483
1027,2021S005910    ,2,Eixample,6,la Sagrada Família,268003,Provença,0459 0459,Dimecres,2021,10,Octubre,20,Tarda,21,No és causa del  vianant,Motocicleta,Home,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431157.97,4584276.72,2.175254105,41.405240721
1028,2021S005910    ,2,Eixample,6,la Sagrada Família,268003,Provença,0459 0459,Dimecres,2021,10,Octubre,20,Tarda,21,No és causa del  vianant,Motocicleta,Home,23,Conductor,Desconegut                                                                                                                                            ,Desconegut,Transport professional de mercaderies,Ferit lleu: Amb assistència sanitària en lloc d'accident,431157.97,4584276.72,2.175254105,41.405240721
